_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,OD600
5bee125189f10442ca0f7eb3,sample.ginkgo.22181363.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,2d5da74bcfff4e714ab3b89b541d790bc20b3db2,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,1.447
5bee125189f10442ca0f7eb3,sample.ginkgo.22181363.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,2d5da74bcfff4e714ab3b89b541d790bc20b3db2,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,1.447
5bee125189f10442ca0f7eb3,sample.ginkgo.22181364.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,2d5da74bcfff4e714ab3b89b541d790bc20b3db2,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,1.519
5bee125189f10442ca0f7eb3,sample.ginkgo.22181364.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,2d5da74bcfff4e714ab3b89b541d790bc20b3db2,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,1.519
5bee125189f10442ca0f7eb3,sample.ginkgo.22181365.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.441
5bee125189f10442ca0f7eb3,sample.ginkgo.22181365.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.441
5bee125189f10442ca0f7eb3,sample.ginkgo.22181366.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.574
5bee125189f10442ca0f7eb3,sample.ginkgo.22181366.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.574
5bee125189f10442ca0f7eb3,sample.ginkgo.22181367.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.693
5bee125189f10442ca0f7eb3,sample.ginkgo.22181367.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,7a99a1248b1dfb457dfa4d31ccd30642ffb2a7e1,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.693
5bee125189f10442ca0f7eb3,sample.ginkgo.22181368.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.257
5bee125189f10442ca0f7eb3,sample.ginkgo.22181368.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.257
5bee125189f10442ca0f7eb3,sample.ginkgo.22181369.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.207
5bee125189f10442ca0f7eb3,sample.ginkgo.22181369.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.207
5bee125189f10442ca0f7eb3,sample.ginkgo.22181370.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.297
5bee125189f10442ca0f7eb3,sample.ginkgo.22181370.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,0b7db1a3f37992a01752b9c1b1164a983cb7b18a,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.183541147], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.183541147|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.297
5bee125189f10442ca0f7eb3,sample.ginkgo.22181371.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.419
5bee125189f10442ca0f7eb3,sample.ginkgo.22181371.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.419
5bee125189f10442ca0f7eb3,sample.ginkgo.22181372.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.488
5bee125189f10442ca0f7eb3,sample.ginkgo.22181372.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.488
5bee125189f10442ca0f7eb3,sample.ginkgo.22181373.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.614
5bee125189f10442ca0f7eb3,sample.ginkgo.22181373.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,554d09b0a4e32e588a7ee330a750e88b82f696ad,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.17207], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.17207|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.614
5bee125189f10442ca0f7eb3,sample.ginkgo.22181374.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,238c0d79a1d134ec5c46c9a0ba86821e2f16ed65,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.265336658], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.265336658|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.599
5bee125189f10442ca0f7eb3,sample.ginkgo.22181374.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,238c0d79a1d134ec5c46c9a0ba86821e2f16ed65,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.265336658], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.265336658|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.599
5bee125189f10442ca0f7eb3,sample.ginkgo.22181375.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,238c0d79a1d134ec5c46c9a0ba86821e2f16ed65,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.265336658], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.265336658|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.47
5bee125189f10442ca0f7eb3,sample.ginkgo.22181375.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,238c0d79a1d134ec5c46c9a0ba86821e2f16ed65,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.265336658], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.265336658|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.47
5bee125189f10442ca0f7eb3,sample.ginkgo.22181376.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,238c0d79a1d134ec5c46c9a0ba86821e2f16ed65,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.265336658], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.265336658|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,2.48
