_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,well,flow_rate_uL/min,date_of_experiment,cells/mL
5ffdd95b9a1c893de0befcd0,sample.transcriptic.aq1f7egt4srhure.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,1,70d166f1442f73b684b82672a707918cfe2a2d3e,"beads_spherotech_rainbow | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4srhure,24948,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,a6,200,16-Dec-2020,415800.0
5ffdd76193feddbd46d77c3a,sample.transcriptic.aq1f7egt4s8n3wy.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,446b492115da9c77a004f3924f65e436328e3a7c,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4s8n3wy,30000,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,54000,a3,200,16-Dec-2020,555555.55556
5ffdd94f4d09759178f98c80,sample.transcriptic.aq1f7egt4s44adr.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,446b492115da9c77a004f3924f65e436328e3a7c,"B. subtilis 168 PmtlA-comKS | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4s44adr,30000,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,38000,a2,200,16-Dec-2020,789473.68421
5ffdd6a6515218acb4c5a537,sample.transcriptic.aq1f7egt4tbpztx.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,7e6562b640ac8e4cb4660f69a803764076b244c5,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4tbpztx,30000,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,44000,d9,200,16-Dec-2020,681818.18182
5ffdd7d05bb0b5584650b2a4,sample.transcriptic.aq1f7egt4rztw5r.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,1,d1a2c88dc4b8d611b90cf7926d86a5c83c23792a,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4rztw5r,17645,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f1,200,16-Dec-2020,294083.33333
5ffdd949e9823672f9af6c12,sample.transcriptic.aq1f7egt4sqdnmc.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,c53413b035ff2353635683083aef51c8493ad4c6,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4sqdnmc,15966,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g5,200,16-Dec-2020,266100.0
5ffdd74ec7a2f72434a3c8b2,sample.transcriptic.aq1f7egt4shqny8.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,2ad86a6ee110e91622730f6390e8a5b0943c71f4,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4shqny8,19816,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g4,200,16-Dec-2020,330266.66667
5ffdd6da02141b8ed2304adb,sample.transcriptic.aq1f7egt4t768aq.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,7e6562b640ac8e4cb4660f69a803764076b244c5,"nor__p(rapC) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4t768aq,16487,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,d8,200,16-Dec-2020,274783.33333
5ffdd6e0f32170f7368b69bd,sample.transcriptic.aq1f7egt4sw3n9f.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,c53413b035ff2353635683083aef51c8493ad4c6,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4sw3n9f,25106,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g6,200,16-Dec-2020,418433.33333
5ffdd7ff21a2e0796db1857f,sample.transcriptic.aq1f7egt4s6cpny.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,d1a2c88dc4b8d611b90cf7926d86a5c83c23792a,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4s6cpny,21939,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f2,200,16-Dec-2020,365650.0
5ffdd78a3483970f55ed483a,sample.transcriptic.aq1f7egt4tf4m7x.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,1694d1df5a85196a14d3c40edcdaa3c44c035035,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4tf4m7x,24843,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h9,200,16-Dec-2020,414050.0
5ffdd924a30fae70592317eb,sample.transcriptic.aq1f7egt4t9emjt.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,1694d1df5a85196a14d3c40edcdaa3c44c035035,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4t9emjt,22656,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h8,200,16-Dec-2020,377600.0
5ffdda8a64ed05018a37be7a,sample.transcriptic.aq1f7egt4sc2pb2.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,d1a2c88dc4b8d611b90cf7926d86a5c83c23792a,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4sc2pb2,27792,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f3,200,16-Dec-2020,463200.0
5ffdd7135ef26c9be30c0793,sample.transcriptic.aq1f7egt4t3rmwm.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,6da9dece061a4e65f1de73bf7204b32917505884,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4t3rmwm,21806,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g7,200,16-Dec-2020,363433.33333
5ffdd99da3ab22195408ce90,sample.transcriptic.aq1f7egt4sd6vez.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,2ad86a6ee110e91622730f6390e8a5b0943c71f4,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4sd6vez,30000,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,54000,g3,200,16-Dec-2020,555555.55556
5ffdd9970ad078094915a624,sample.transcriptic.aq1f7egt4t2mesn.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,515bd9b71244549168976fb894dc334d0a224f1f,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4t2mesn,21488,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f7,200,16-Dec-2020,358133.33333
5ffddadfc891fd93c41a1555,sample.transcriptic.aq1f7egt4suxf5h.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,c53413b035ff2353635683083aef51c8493ad4c6,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4suxf5h,27940,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f6,200,16-Dec-2020,465666.66667
5ffdd7caa71c0622ffc9987a,sample.transcriptic.aq1f7egt4s7gvsw.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,2ad86a6ee110e91622730f6390e8a5b0943c71f4,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4s7gvsw,18505,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,g2,200,16-Dec-2020,308416.66667
5ffddb50f4836c53bfe004f8,sample.transcriptic.aq1f7egt4tmskv4.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,1,1694d1df5a85196a14d3c40edcdaa3c44c035035,"or__p(metP) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4tmskv4,25246,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,h10,200,16-Dec-2020,420766.66667
5ffdda9d5a4a3d460d748e21,sample.transcriptic.aq1f7egt4shqny5.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,d1a2c88dc4b8d611b90cf7926d86a5c83c23792a,"nor__p(appF) TSS+48__COL1 | 30.0 | [26.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,IPTG,0.0,mM,"['IPTG|0.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4shqny5,29707,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,f4,200,16-Dec-2020,495116.66667
5ffdd7a70a8e31393746917a,sample.transcriptic.aq1f7egt4t768at.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,7f82d0d36c5259e5ac09201f8e5754002d2bc2ef,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4t768at,25351,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e8,200,16-Dec-2020,422516.66667
5ffdd96722a8517ae975beb2,sample.transcriptic.aq1f7egt4tcu7xw.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,7f82d0d36c5259e5ac09201f8e5754002d2bc2ef,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [26.0] | {""IPTG"": [1.0], ""M9 Minimal Media w 50mg per L TRP"": [""""]} | FLOW | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,IPTG,1.0,mM,"['IPTG|1.0|mM', 'M9 Minimal Media w 50mg per L TRP|NA|NA']",30.0,celsius,26.0,hour,aq1f7egt4tcu7xw,14805,NovelChasisTS30C_12-16-2020_R1(T1),Sytox-YeastGates,SytoxYG-Plate,60000,e9,200,16-Dec-2020,246750.0
