_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,well,container_id,aliquot_id,od,fluor_gain_0.27,fluor_gain_0.25,fluor_gain_0.27/od,fluor_gain_0.25/od
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9grhtnu.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,36ebbbbbe811082bcffeda0578c732664b0d9c5a,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,c2,ct1f7aux5cs3xhs,aq1f7egq9grhtnu,0.09287646354920975,118.64891938306353,,1277.49179,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gsnzst.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,bd26a450e3e0bc1254c243605c83973d7d6a2eea,"nor__p(rapC) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,d2,ct1f7aux5cs3xhs,aq1f7egq9gsnzst,0.09595960903168584,131.4494962991337,,1369.84193,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gsnzsw.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,1055a438a0b5d5de35ccf6abfbc6fb0aa95ff52f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,e2,ct1f7aux5cs3xhs,aq1f7egq9gsnzsw,0.10145991250753245,144.96041055437252,,1428.74567,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gtt7wu.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,5ffbcff229b0a159616274177e00ba489d98990b,"nor__p(appF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,f2,ct1f7aux5cs3xhs,aq1f7egq9gtt7wu,0.1168577229672733,155.37551192809272,,1329.61269,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gtt7wx.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,98db788ada0942799a7e64afc7609bba0fe889cf,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,g2,ct1f7aux5cs3xhs,aq1f7egq9gtt7wx,0.07951659405210895,108.82137646024351,,1368.53669,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9guxe2w.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,72d25141f950b6b30f3376b0f44416c46d7f5587,"or__p(metP) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,h2,ct1f7aux5cs3xhs,aq1f7egq9guxe2w,0.08767818940434578,120.37201624515124,,1372.88437,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9guxe2z.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,ee5541432126461affc4212cd4f34f0e9398d617,"B. subtilis 168 PmtlA-comKS | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,a3,ct1f7aux5cs3xhs,aq1f7egq9guxe2z,0.09599316353956729,127.24005408895957,,1325.51162,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gw3m6x.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,8d00eb5bd414c8a42db14873f7739cf81237a45b,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,b3,ct1f7aux5cs3xhs,aq1f7egq9gw3m6x,0.08433144750339944,131.46443358505846,,1558.90166,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gx7taw.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,36ebbbbbe811082bcffeda0578c732664b0d9c5a,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,c3,ct1f7aux5cs3xhs,aq1f7egq9gx7taw,0.08311890903872311,119.40807905712158,,1436.59344,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gx7taz.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,bd26a450e3e0bc1254c243605c83973d7d6a2eea,"nor__p(rapC) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,d3,ct1f7aux5cs3xhs,aq1f7egq9gx7taz,0.09441743049628311,142.29036371799745,,1507.03491,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gybzex.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,1055a438a0b5d5de35ccf6abfbc6fb0aa95ff52f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,e3,ct1f7aux5cs3xhs,aq1f7egq9gybzex,0.08347901220655328,118.32068938724947,,1417.3705,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gybzf2.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,5ffbcff229b0a159616274177e00ba489d98990b,"nor__p(appF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,f3,ct1f7aux5cs3xhs,aq1f7egq9gybzf2,0.08460632859114525,111.59626083900423,,1319.00607,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gzg7jz.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,98db788ada0942799a7e64afc7609bba0fe889cf,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,g3,ct1f7aux5cs3xhs,aq1f7egq9gzg7jz,0.08707114596915944,114.45306738794574,,1314.47756,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9gzg7k4.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,72d25141f950b6b30f3376b0f44416c46d7f5587,"or__p(metP) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,h3,ct1f7aux5cs3xhs,aq1f7egq9gzg7k4,0.082649035228064,114.59392402394356,,1386.51254,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h2mdq3.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,ee5541432126461affc4212cd4f34f0e9398d617,"B. subtilis 168 PmtlA-comKS | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B. subtilis 168 PmtlA-comKS,,,EMPTY_VECTOR,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,a4,ct1f7aux5cs3xhs,aq1f7egq9h2mdq3,0.09275036123935407,121.52781246597513,,1310.26781,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h3rku2.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,8d00eb5bd414c8a42db14873f7739cf81237a45b,"nor__p(ykoM) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ykoM) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,b4,ct1f7aux5cs3xhs,aq1f7egq9h3rku2,0.09159386305857607,128.9714165691127,,1408.07923,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h3rku5.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,36ebbbbbe811082bcffeda0578c732664b0d9c5a,"nor__p(yuiA) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yuiA) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,c4,ct1f7aux5cs3xhs,aq1f7egq9h3rku5,0.07630061382438001,101.44085529830592,,1329.48937,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h4vsy3.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,bd26a450e3e0bc1254c243605c83973d7d6a2eea,"nor__p(rapC) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(rapC) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,d4,ct1f7aux5cs3xhs,aq1f7egq9h4vsy3,0.0843022293687697,121.52084790955718,,1441.49032,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h4vsy6.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,1055a438a0b5d5de35ccf6abfbc6fb0aa95ff52f,"nor__p(bmrB) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(bmrB) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,e4,ct1f7aux5cs3xhs,aq1f7egq9h4vsy6,0.07449709689881404,103.63915757650324,,1391.18384,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h5zz45.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,5ffbcff229b0a159616274177e00ba489d98990b,"nor__p(appF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(appF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,f4,ct1f7aux5cs3xhs,aq1f7egq9h5zz45,0.14947368753519452,209.99989577151413,,1404.92885,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h5zz48.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,98db788ada0942799a7e64afc7609bba0fe889cf,"nor__p(ybdN) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(ybdN) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,g4,ct1f7aux5cs3xhs,aq1f7egq9h5zz48,0.08017631449774494,102.01220854636158,,1272.34844,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h76787.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,5,72d25141f950b6b30f3376b0f44416c46d7f5587,"or__p(metP) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",or__p(metP) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,h4,ct1f7aux5cs3xhs,aq1f7egq9h76787,0.08290137537355181,113.03271683972851,,1363.46009,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h8adc6.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,1,821fcf0c8d6d8f73dc219ef8239f7572d3c23f44,"MediaControl | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,MEDIA_BLANK,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,a5,ct1f7aux5cs3xhs,aq1f7egq9h8adc6,0.034569735094775365,76.24849461497715,,2205.64301,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h8adc9.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,2,137c1d4cb6c985ff6c58797ca213d22e3d87bad6,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,b5,ct1f7aux5cs3xhs,aq1f7egq9h8adc9,0.10336499910995564,140.18624021751242,,1356.22543,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h9ekg7.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,4,137c1d4cb6c985ff6c58797ca213d22e3d87bad6,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,c5,ct1f7aux5cs3xhs,aq1f7egq9h9ekg7,0.09471253547885104,144.45963730675354,,1525.24306,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9h9ekga.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,6,137c1d4cb6c985ff6c58797ca213d22e3d87bad6,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,d5,ct1f7aux5cs3xhs,aq1f7egq9h9ekga,0.08665849404510878,125.27976371957455,,1445.67206,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9hajsm9.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,8,137c1d4cb6c985ff6c58797ca213d22e3d87bad6,"nor__p(yqzF) TSS+48__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yqzF) TSS+48__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,e5,ct1f7aux5cs3xhs,aq1f7egq9hajsm9,0.08900371751086789,134.35081312923631,,1509.49665,
5bee125189f10442ca0f7eb3,sample.transcriptic.aq1f7egq9hbpyr9.experiment.transcriptic.r1f7aux4qxty6b,NovelChassis-Endogenous-Promoter,experiment.transcriptic.r1f7aux4qxty6b,transcriptic,3,ffc50773bebee4e6c6356c3683318ca31549bcc8,"nor__p(yvqJ) TSS-150__COL1 | 30.0 | [21.0] | {""M9 Minimal Media w 50mg per L TRP"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",nor__p(yvqJ) TSS-150__COL1,,,,,,,,['M9 Minimal Media w 50mg per L TRP|NA|NA'],30.0,celsius,21.0,hour,f5,ct1f7aux5cs3xhs,aq1f7egq9hbpyr9,0.09302777351638332,134.56059426442758,,1446.45614,
